,location,total_sqft,bath,price,bhk
5363,Pattandur Agrahara,1247.0,2.0,59.8,2
5364,Pattandur Agrahara,900.0,2.0,42.0,2
5365,Pattandur Agrahara,1302.0,2.0,66.0,2
5366,Pattandur Agrahara,1550.0,2.0,80.0,3
5367,Pattandur Agrahara,1247.0,2.0,62.35,2
5368,Pattandur Agrahara,1350.0,2.0,68.0,2
5369,Poorna Pragna Layout,920.0,2.0,39.55,2
5370,Poorna Pragna Layout,1475.0,2.0,58.99,3
5371,Poorna Pragna Layout,1270.0,2.0,50.79,3
5372,Poorna Pragna Layout,1160.0,2.0,46.39,2
5373,Poorna Pragna Layout,1270.0,2.0,50.79,3
5374,Poorna Pragna Layout,1270.0,2.0,50.79,3
5375,Poorna Pragna Layout,965.0,2.0,48.0,2
5376,Poorna Pragna Layout,1355.0,2.0,58.25,3
5377,Poorna Pragna Layout,1355.0,2.0,58.27,3
5378,Poorna Pragna Layout,1475.0,2.0,58.99,3
5379,Poorna Pragna Layout,1270.0,2.0,50.79,3
5380,Poorna Pragna Layout,1160.0,2.0,46.39,2
5381,Poorna Pragna Layout,1270.0,2.0,50.79,3
5382,Poorna Pragna Layout,1160.0,2.0,46.39,2
5383,Poorna Pragna Layout,1475.0,2.0,58.99,3
5384,Poorna Pragna Layout,1270.0,2.0,50.79,3
5385,Poorna Pragna Layout,960.0,2.0,50.0,2
5386,Poorna Pragna Layout,1270.0,2.0,50.79,3
5387,Prem nagar,527.0,1.0,35.0,1
5388,Prem nagar,1184.0,2.0,53.0,2
5389,Prem nagar,1145.0,2.0,55.0,2
5390,Prem nagar,1250.0,2.0,60.0,2
5391,Prem nagar,1365.0,2.0,73.0,2
5392,Prem nagar,1903.0,6.0,140.0,5
5393,Prem nagar,1222.0,2.0,80.0,2
5394,Prem nagar,870.0,2.0,38.0,2
5395,Prem nagar,1200.0,2.0,60.0,2
5396,Prem nagar,1600.0,3.0,74.5,3
5397,Prem nagar,1340.0,2.0,73.0,2
5398,Prem nagar,1008.0,2.0,52.0,2
5399,Prem nagar,1105.0,2.0,57.0,2
5400,Prithvi Layout,2028.0,4.0,162.0,4
5401,Prithvi Layout,1352.0,2.0,87.5,2
5402,Prithvi Layout,1190.0,2.0,68.0,2
5403,Prithvi Layout,1352.0,2.0,85.0,2
5404,Prithvi Layout,1352.0,2.0,75.0,2
5405,Prithvi Layout,2273.0,4.0,220.0,3
5406,Prithvi Layout,1352.0,3.0,93.0,2
5407,Prithvi Layout,2273.0,4.0,192.0,3
5408,Prithvi Layout,1352.0,2.0,72.0,2
5409,Prithvi Layout,2100.0,3.0,125.0,3
5410,R.T. Nagar,1500.0,4.0,70.0,4
5411,R.T. Nagar,1200.0,2.0,120.0,2
5412,R.T. Nagar,1560.0,3.0,85.0,3
5413,R.T. Nagar,1040.0,2.0,46.0,2
5414,R.T. Nagar,1200.0,2.0,45.0,2
5415,R.T. Nagar,1235.0,2.0,65.0,2
5416,R.T. Nagar,1140.0,3.0,130.0,3
5417,R.T. Nagar,970.0,2.0,55.0,2
5418,R.T. Nagar,1560.0,3.0,125.0,3
5419,R.T. Nagar,1200.0,2.0,60.0,2
5420,R.T. Nagar,1680.0,3.0,72.0,3
5421,R.T. Nagar,1400.0,2.0,78.0,3
5422,R.T. Nagar,1200.0,3.0,140.0,3
5423,R.T. Nagar,1100.0,3.0,125.0,2
5424,R.T. Nagar,1150.0,2.0,72.0,2
5425,R.T. Nagar,1500.0,4.0,185.0,4
5426,R.T. Nagar,3600.0,8.0,165.0,9
5427,R.T. Nagar,1080.0,2.0,48.0,2
5428,R.T. Nagar,1325.0,2.0,52.0,2
5429,R.T. Nagar,1800.0,3.0,120.0,4
5430,R.T. Nagar,1300.0,3.0,145.0,3
5431,R.T. Nagar,1500.0,2.0,70.0,3
5432,R.T. Nagar,1100.0,2.0,85.0,2
5433,R.T. Nagar,1667.0,3.0,130.0,3
5434,Rachenahalli,412.0,1.0,19.8,1
5435,Rachenahalli,1050.0,2.0,52.07,2
5436,Rachenahalli,1530.0,2.0,74.5,3
5437,Rachenahalli,1050.0,2.0,55.5,2
5438,Rachenahalli,1530.0,2.0,74.4,3
5439,Rachenahalli,1050.0,2.0,53.5,2
5440,Rachenahalli,1530.0,2.0,74.39,3
5441,Rachenahalli,1220.0,2.0,59.5,2
5442,Rachenahalli,1050.0,2.0,52.5,2
5443,Rachenahalli,1550.0,3.0,73.5,3
5444,Rachenahalli,1050.0,2.0,52.1,2
5445,Rachenahalli,1050.0,2.0,53.5,2
5446,Rachenahalli,1113.0,2.0,55.0,2
5447,Rachenahalli,3657.0,5.0,220.0,4
5448,Rachenahalli,1550.0,3.0,74.5,3
5449,Rachenahalli,1530.0,2.0,74.4,3
5450,Rachenahalli,1530.0,2.0,74.5,3
5451,Rachenahalli,680.0,1.0,32.64,1
5452,Rachenahalli,1050.0,2.0,52.5,2
5453,Rachenahalli,1550.0,3.0,72.5,3
5454,Rachenahalli,1530.0,2.0,74.4,3
5455,Rachenahalli,690.0,1.0,39.8,1
5456,Rachenahalli,1050.0,2.0,47.25,2
5457,Rachenahalli,1050.0,2.0,55.5,2
5458,Rachenahalli,985.0,2.0,49.97,2
5459,Rachenahalli,1050.0,2.0,52.5,2
5460,Rachenahalli,1050.0,2.0,52.08,2
5461,Rachenahalli,1550.0,3.0,72.5,3
5462,Rachenahalli,1050.0,2.0,52.07,2
5463,Rachenahalli,1530.0,2.0,74.4,3
5464,Rachenahalli,1050.0,2.0,52.08,2
5465,Rachenahalli,985.0,2.0,49.97,2
5466,Rachenahalli,1856.0,3.0,106.0,3
5467,Rachenahalli,1050.0,2.0,52.5,2
5468,Rachenahalli,985.0,2.0,50.17,2
5469,Rachenahalli,2600.0,3.0,160.0,3
5470,Rachenahalli,1550.0,3.0,68.5,3
5471,Rachenahalli,1550.0,2.0,73.5,3
5472,Rachenahalli,985.0,2.0,50.17,2
5473,Rachenahalli,1050.0,2.0,52.71,2
5474,Rajaji Nagar,1640.0,3.0,229.0,3
5475,Rajaji Nagar,2390.0,3.0,415.0,3
5476,Rajaji Nagar,2390.0,3.0,410.0,3
5477,Rajaji Nagar,1725.0,3.0,200.0,3
5478,Rajaji Nagar,3516.0,4.0,540.0,4
5479,Rajaji Nagar,1640.0,3.0,223.0,3
5480,Rajaji Nagar,3526.0,4.0,492.0,4
5481,Rajaji Nagar,1800.0,4.0,324.0,6
5482,Rajaji Nagar,3526.0,4.0,558.0,4
5483,Rajaji Nagar,3539.0,2.0,424.5,4
5484,Rajaji Nagar,2849.0,5.0,300.0,5
5485,Rajaji Nagar,1800.0,3.0,260.0,3
5486,Rajaji Nagar,1640.0,3.0,241.0,3
5487,Rajaji Nagar,1370.0,2.0,170.0,2
5488,Rajaji Nagar,2409.0,3.0,360.0,3
5489,Rajaji Nagar,3436.0,6.0,475.0,4
5490,Rajaji Nagar,1718.0,3.0,288.0,2
5491,Rajaji Nagar,2386.0,3.0,334.0,3
5492,Rajaji Nagar,3436.0,6.0,500.0,4
5493,Rajaji Nagar,1200.0,2.0,150.0,2
5494,Rajaji Nagar,1160.0,1.0,163.0,2
5495,Rajaji Nagar,660.0,1.0,75.0,1
5496,Rajaji Nagar,1440.0,2.0,170.0,2
5497,Rajaji Nagar,2448.0,3.0,400.0,3
5498,Rajaji Nagar,1440.0,2.0,185.0,2
5499,Rajaji Nagar,1640.0,3.0,230.0,3
5500,Rajaji Nagar,2648.0,5.0,251.5,4
5501,Rajaji Nagar,3730.0,4.0,370.0,4
5502,Rajaji Nagar,1800.0,2.0,250.0,3
5503,Rajaji Nagar,3100.0,4.0,550.0,4
5504,Rajaji Nagar,3526.0,4.0,598.0,4
5505,Rajaji Nagar,1357.0,2.0,130.0,2
5506,Rajaji Nagar,2300.0,3.0,369.0,3
5507,Rajaji Nagar,1640.0,3.0,220.0,3
5508,Rajaji Nagar,2500.0,3.0,350.0,3
5509,Rajaji Nagar,1615.0,3.0,175.0,3
5510,Rajaji Nagar,1776.0,3.0,190.0,3
5511,Rajaji Nagar,2559.0,3.0,403.0,3
5512,Rajaji Nagar,1763.0,3.0,262.0,2
5513,Rajaji Nagar,1640.0,3.0,220.0,3
5514,Rajaji Nagar,1613.0,3.0,150.0,3
5515,Rajaji Nagar,1380.0,3.0,130.0,3
5516,Rajaji Nagar,2400.0,3.0,320.0,5
5517,Rajaji Nagar,1800.0,3.0,240.0,3
5518,Rajaji Nagar,2533.0,3.0,425.0,3
5519,Rajaji Nagar,1268.0,2.0,127.0,2
5520,Rajaji Nagar,2450.0,3.0,330.0,3
5521,Rajaji Nagar,1640.0,3.0,262.0,3
5522,Rajaji Nagar,1200.0,1.0,200.0,2
5523,Rajaji Nagar,2367.0,3.0,375.0,3
5524,Rajaji Nagar,2440.0,2.0,415.0,4
5525,Rajaji Nagar,1640.0,3.0,251.0,3
5526,Rajaji Nagar,2733.0,5.0,259.0,4
5527,Rajaji Nagar,1640.0,3.0,268.0,3
5528,Rajaji Nagar,2367.0,4.0,340.0,3
5529,Rajaji Nagar,1720.0,3.0,224.0,3
5530,Rajaji Nagar,3600.0,5.0,510.0,5
5531,Rajaji Nagar,1350.0,4.0,230.0,4
5532,Rajaji Nagar,1700.0,3.0,200.0,3
5533,Rajaji Nagar,2300.0,4.0,240.0,3
5534,Rajaji Nagar,2400.0,5.0,408.0,5
5535,Rajaji Nagar,2500.0,3.0,340.0,3
5536,Rajaji Nagar,2390.0,3.0,372.0,3
5537,Rajaji Nagar,2415.0,3.0,399.0,3
5538,Rajaji Nagar,1718.0,3.0,275.0,2
5539,Rajaji Nagar,1763.0,3.0,240.0,2
5540,Rajaji Nagar,2367.0,3.0,320.0,3
5541,Rajaji Nagar,2409.0,3.0,395.0,3
5542,Rajaji Nagar,1314.0,2.0,225.0,2
5543,Rajaji Nagar,1440.0,2.0,165.0,2
5544,Rajaji Nagar,1640.0,3.0,245.0,3
5545,Rajiv Nagar,1690.0,3.0,125.0,3
5546,Rajiv Nagar,1263.0,2.0,93.32,2
5547,Rajiv Nagar,2340.0,4.0,148.0,4
5548,Rajiv Nagar,2340.0,5.0,129.0,4
5549,Rajiv Nagar,1330.0,2.0,93.0,2
5550,Rajiv Nagar,2340.0,5.0,129.0,4
5551,Rajiv Nagar,1309.0,2.0,80.0,2
5552,Rajiv Nagar,2340.0,4.0,145.0,4
5553,Rajiv Nagar,2330.0,5.0,175.0,4
5554,Rajiv Nagar,2340.0,5.0,160.0,4
5555,Ramagondanahalli,1151.0,2.0,48.77,2
5556,Ramagondanahalli,1251.0,2.0,47.0,2
5557,Ramagondanahalli,1235.0,2.0,52.04,2
5558,Ramagondanahalli,1610.0,2.0,111.0,3
5559,Ramagondanahalli,540.0,1.0,30.0,1
5560,Ramagondanahalli,1635.0,3.0,62.0,3
5561,Ramagondanahalli,1235.0,2.0,46.8,2
5562,Ramagondanahalli,1215.0,2.0,51.26,2
5563,Ramagondanahalli,2257.0,4.0,157.0,3
5564,Ramagondanahalli,1251.0,2.0,47.4,2
5565,Ramagondanahalli,1610.0,2.0,115.0,3
5566,Ramagondanahalli,920.0,2.0,65.0,2
5567,Ramagondanahalli,1215.0,2.0,45.5,2
5568,Ramagondanahalli,2800.0,4.0,155.0,4
5569,Ramagondanahalli,1253.0,2.0,52.66,2
5570,Ramagondanahalli,1295.0,2.0,95.0,2
5571,Ramagondanahalli,1151.0,2.0,50.5,2
5572,Ramagondanahalli,1235.0,2.0,49.3,2
5573,Ramagondanahalli,2257.0,3.0,159.0,3
5574,Ramagondanahalli,1295.0,2.0,95.0,2
5575,Ramagondanahalli,1451.0,3.0,60.44,3
5576,Ramagondanahalli,1910.0,3.0,142.0,3
5577,Ramagondanahalli,1215.0,2.0,46.1,2
5578,Ramagondanahalli,1475.0,2.0,63.0,3
5579,Ramagondanahalli,1251.0,2.0,50.0,2
5580,Ramagondanahalli,1610.0,2.0,115.0,3
5581,Ramagondanahalli,1151.0,2.0,43.6,2
5582,Ramagondanahalli,1635.0,3.0,61.0,3
5583,Ramagondanahalli,1251.0,2.0,53.0,2
5584,Ramagondanahalli,845.0,2.0,45.82,2
5585,Ramagondanahalli,1910.0,3.0,150.0,3
5586,Ramagondanahalli,1738.0,2.0,76.0,3
5587,Ramagondanahalli,2040.0,3.0,114.0,3
5588,Ramagondanahalli,3350.0,3.0,150.0,3
5589,Ramagondanahalli,1251.0,2.0,46.0,2
5590,Ramagondanahalli,1635.0,3.0,57.0,3
5591,Ramagondanahalli,1151.0,2.0,46.0,2
5592,Ramagondanahalli,1610.0,2.0,112.0,3
5593,Ramagondanahalli,1610.0,2.0,115.0,3
5594,Ramagondanahalli,1200.0,3.0,56.1,3
5595,Ramagondanahalli,2787.0,5.0,220.0,4
5596,Ramagondanahalli,1475.0,2.0,55.0,3
5597,Ramagondanahalli,1125.0,2.0,75.0,2
5598,Ramagondanahalli,1151.0,2.0,42.5,2
5599,Ramagondanahalli,2257.0,3.0,155.0,3
5600,Ramagondanahalli,1500.0,3.0,100.0,3
5601,Ramagondanahalli,1680.0,2.0,68.0,3
5602,Ramagondanahalli,1910.0,3.0,131.0,3
5603,Rayasandra,1314.0,2.0,63.0,3
5604,Rayasandra,1065.0,2.0,44.95,2
5605,Rayasandra,1708.0,3.0,75.0,3
5606,Rayasandra,1199.0,2.0,48.5,3
5607,Rayasandra,1577.0,3.0,67.0,3
5608,Rayasandra,1253.0,2.0,57.0,2
5609,Rayasandra,583.0,1.0,26.9,1
5610,Rayasandra,1198.0,2.0,54.0,2
5611,Rayasandra,1555.0,3.0,75.17,3
5612,Rayasandra,1458.0,3.0,60.0,3
5613,Rayasandra,1179.0,2.0,55.0,3
5614,Rayasandra,1601.0,3.0,70.0,3
5615,Rayasandra,1708.0,3.0,76.0,4
5616,Rayasandra,470.0,1.0,21.0,1
5617,Rayasandra,3600.0,5.0,145.0,5
5618,Rayasandra,1357.0,2.0,59.0,3
5619,Sahakara Nagar,2830.0,3.0,195.0,4
5620,Sahakara Nagar,1500.0,2.0,95.0,3
5621,Sahakara Nagar,1100.0,2.0,56.0,2
5622,Sahakara Nagar,1219.0,2.0,48.0,2
5623,Sahakara Nagar,1100.0,2.0,75.0,3
5624,Sahakara Nagar,1655.0,3.0,115.0,3
5625,Sahakara Nagar,1150.0,2.0,54.0,2
5626,Sahakara Nagar,1270.0,2.0,69.85,2
5627,Sahakara Nagar,960.0,2.0,56.0,2
5628,Sahakara Nagar,1048.0,2.0,50.0,2
5629,Sahakara Nagar,1160.0,2.0,55.0,2
5630,Sahakara Nagar,1200.0,2.0,75.0,3
5631,Sahakara Nagar,2500.0,4.0,200.0,4
5632,Sahakara Nagar,1914.0,3.0,179.0,3
5633,Sahakara Nagar,1500.0,3.0,125.0,3
5634,Sahakara Nagar,1100.0,2.0,55.0,2
5635,Sahakara Nagar,1914.0,3.0,149.0,3
5636,Sahakara Nagar,1000.0,2.0,60.0,2
5637,Sahakara Nagar,2200.0,3.0,98.0,3
5638,Sahakara Nagar,1175.0,2.0,49.0,2
5639,Sahakara Nagar,1370.0,2.0,90.0,3
5640,Sahakara Nagar,1100.0,2.0,55.0,2
5641,Sahakara Nagar,1100.0,2.0,75.0,3
5642,Sahakara Nagar,1180.0,2.0,72.0,2
5643,Sahakara Nagar,1200.0,2.0,60.0,2
5644,Sahakara Nagar,1032.0,2.0,45.0,2
5645,Sahakara Nagar,1200.0,2.0,46.0,2
5646,Sahakara Nagar,1270.0,2.0,96.0,2
5647,Sahakara Nagar,1201.0,2.0,80.0,2
5648,Sahakara Nagar,1200.0,2.0,54.0,2
5649,Sahakara Nagar,1291.0,2.0,72.3,2
5650,Sanjay nagar,1000.0,2.0,70.0,2
5651,Sanjay nagar,1100.0,2.0,98.0,2
5652,Sanjay nagar,1150.0,2.0,72.2,2
5653,Sanjay nagar,1800.0,3.0,180.0,3
5654,Sanjay nagar,630.0,1.0,35.0,2
5655,Sanjay nagar,3300.0,3.0,250.0,5
5656,Sanjay nagar,1900.0,2.0,180.0,3
5657,Sanjay nagar,1575.0,2.0,90.0,2
5658,Sanjay nagar,1450.0,3.0,75.0,3
5659,Sanjay nagar,1200.0,2.0,76.0,3
5660,Sanjay nagar,960.0,2.0,55.0,2
5661,Sanjay nagar,1050.0,2.0,59.0,2
5662,Sanjay nagar,1150.0,2.0,70.0,2
5663,Sanjay nagar,1500.0,3.0,150.0,3
5664,Sanjay nagar,1180.0,2.0,80.0,2
5665,Sarakki Nagar,2121.0,4.0,253.0,3
5666,Sarakki Nagar,2289.0,3.0,260.0,3
5667,Sarakki Nagar,2500.0,4.0,325.0,3
5668,Sarakki Nagar,2145.0,4.0,270.0,3
5669,Sarakki Nagar,1200.0,3.0,128.0,3
5670,Sarakki Nagar,2663.0,4.0,338.0,3
5671,Sarakki Nagar,1840.0,4.0,175.0,3
5672,Sarakki Nagar,3131.0,4.0,349.0,4
5673,Sarakki Nagar,3126.0,5.0,345.0,4
5674,Sarakki Nagar,3124.0,6.0,349.0,4
5675,Sarjapur,2250.0,3.0,148.0,3
5676,Sarjapur,1600.0,3.0,75.0,3
5677,Sarjapur,1242.0,2.0,43.49,2
5678,Sarjapur,913.0,2.0,32.0,2
5679,Sarjapur,1128.0,2.0,60.0,2
5680,Sarjapur,1185.0,2.0,47.0,2
5681,Sarjapur,900.0,2.0,42.0,3
5682,Sarjapur,649.0,1.0,17.535,1
5683,Sarjapur,1020.0,2.0,35.0,2
5684,Sarjapur,1195.0,2.0,42.0,2
5685,Sarjapur,1240.0,2.0,44.0,2
5686,Sarjapur,1550.0,2.0,65.0,4
5687,Sarjapur,950.0,2.0,32.5,2
5688,Sarjapur,1285.0,2.0,68.0,3
5689,Sarjapur,1525.0,2.0,48.0,3
5690,Sarjapur,925.0,2.0,25.0,2
5691,Sarjapur,3190.0,3.0,160.0,4
5692,Sarjapur,1215.0,2.0,40.0,2
5693,Sarjapur,2540.0,4.0,115.0,4
5694,Sarjapur,1200.0,3.0,78.0,3
5695,Sarjapur,1000.0,2.0,30.0,2
5696,Sarjapur,1157.0,2.0,40.0,2
5697,Sarjapur,2238.0,3.0,140.0,3
5698,Sarjapur,2020.0,3.0,85.0,3
5699,Sarjapur,2885.0,3.0,185.0,4
5700,Sarjapur,1917.0,3.0,60.0,4
5701,Sarjapur,1240.0,2.0,44.3,2
5702,Sarjapur,625.0,1.0,19.0,1
5703,Sarjapur,2585.0,4.0,139.5,4
5704,Sarjapur,940.0,2.0,25.38,2
5705,Sarjapur,2100.0,3.0,125.0,4
5706,Sarjapur,913.0,2.0,36.0,2
5707,Sarjapur,1404.0,2.0,53.35,3
5708,Sarjapur,1830.0,3.0,88.0,3
5709,Sarjapur,1364.0,2.0,56.0,3
5710,Sarjapur,1124.0,2.0,30.35,2
5711,Sarjapur,1044.0,2.0,32.0,2
5712,Sarjapur,650.0,1.0,19.87,1
5713,Sarjapur,1175.0,2.0,42.0,2
5714,Sarjapur,1240.0,2.0,43.1,2
5715,Sarjapur,1170.0,2.0,35.41,3
5716,Sarjapur,1032.0,2.0,42.0,2
5717,Sarjapur,2302.0,2.0,80.59,4
5718,Sarjapur,1044.0,2.0,34.0,2
5719,Sarjapur,1200.0,3.0,76.13,3
5720,Sarjapur,1200.0,2.0,62.0,2
5721,Sarjapur,900.0,2.0,27.98,2
5722,Sarjapur,2970.0,3.0,130.0,4
5723,Sarjapur,1205.0,2.0,29.0,2
5724,Sarjapur,850.0,2.0,32.0,2
5725,Sarjapur,1175.0,2.0,41.68,2
5726,Sarjapur,1575.0,3.0,55.0,3
5727,Sarjapur,920.0,2.0,33.0,2
5728,Sarjapur,1445.0,3.0,50.0,3
5729,Sarjapur,1150.0,2.0,41.0,2
5730,Sarjapur,1200.0,2.0,42.6,2
5731,Sarjapur,1333.0,3.0,50.0,3
5732,Sarjapur,1044.0,2.0,36.0,2
5733,Sarjapur,950.0,2.0,35.0,2
5734,Sarjapur,2585.0,4.0,115.0,4
5735,Sarjapur,2172.0,3.0,100.0,3
5736,Sarjapur,633.0,1.0,17.09,1
5737,Sarjapur,1500.0,5.0,95.0,3
5738,Sarjapur,1451.0,2.0,87.0,2
5739,Sarjapur,2400.0,3.0,140.0,4
5740,Sarjapur,1525.0,2.0,68.0,3
5741,Sarjapur,1095.0,2.0,45.0,2
5742,Sarjapur,1425.0,3.0,57.0,3
5743,Sarjapur  Road,2497.0,3.0,140.0,3
5744,Sarjapur  Road,1787.0,3.0,98.29,3
5745,Sarjapur  Road,1787.0,3.0,125.0,3
5746,Sarjapur  Road,984.0,2.0,44.28,2
5747,Sarjapur  Road,1035.0,2.0,49.2,2
5748,Sarjapur  Road,1863.0,3.0,104.0,4
5749,Sarjapur  Road,1000.0,2.0,67.0,2
5750,Sarjapur  Road,1346.0,2.0,74.03,2
5751,Sarjapur  Road,1195.0,2.0,70.0,2
5752,Sarjapur  Road,1550.0,3.0,100.0,3
5753,Sarjapur  Road,2100.0,3.0,125.0,3
5754,Sarjapur  Road,1210.0,2.0,58.0,2
5755,Sarjapur  Road,1691.0,3.0,113.0,3
5756,Sarjapur  Road,1278.0,2.0,95.0,2
5757,Sarjapur  Road,2238.0,3.0,140.0,3
5758,Sarjapur  Road,1800.0,3.0,110.0,3
5759,Sarjapur  Road,1115.0,2.0,50.0,2
5760,Sarjapur  Road,1403.0,3.0,55.0,3
5761,Sarjapur  Road,1346.0,2.0,61.92,2
5762,Sarjapur  Road,1984.0,4.0,146.0,3
5763,Sarjapur  Road,1035.0,2.0,45.0,2
5764,Sarjapur  Road,1128.0,2.0,59.0,2
5765,Sarjapur  Road,1495.0,2.0,64.0,3
5766,Sarjapur  Road,1700.0,3.0,110.0,3
5767,Sarjapur  Road,1157.0,2.0,75.0,3
5768,Sarjapur  Road,1282.0,2.0,72.0,2
5769,Sarjapur  Road,4111.0,4.0,310.0,4
5770,Sarjapur  Road,3430.0,6.0,228.5,4
5771,Sarjapur  Road,3900.0,4.0,300.0,4
5772,Sarjapur  Road,1300.0,2.0,60.0,2
5773,Sarjapur  Road,1000.0,2.0,40.0,2
5774,Sarjapur  Road,1050.0,2.0,62.0,2
5775,Sarjapur  Road,1700.0,3.0,135.0,3
5776,Sarjapur  Road,1691.0,3.0,119.0,3
5777,Sarjapur  Road,1846.0,3.0,140.0,3
5778,Sarjapur  Road,1200.0,3.0,95.0,3
5779,Sarjapur  Road,1929.0,4.0,103.0,3
5780,Sarjapur  Road,1155.0,2.0,58.0,2
5781,Sarjapur  Road,1819.0,3.0,100.0,3
5782,Sarjapur  Road,1845.0,4.0,110.0,3
5783,Sarjapur  Road,1233.0,2.0,77.65,2
5784,Sarjapur  Road,1525.0,2.0,60.0,3
5785,Sarjapur  Road,4395.0,4.0,242.0,4
5786,Sarjapur  Road,1220.0,3.0,56.0,3
5787,Sarjapur  Road,3750.0,6.0,290.0,4
5788,Sarjapur  Road,1428.0,2.0,66.0,3
5789,Sarjapur  Road,1680.0,3.0,112.0,3
5790,Sarjapur  Road,1255.0,2.0,92.0,2
5791,Sarjapur  Road,1220.0,3.0,58.0,3
5792,Sarjapur  Road,1311.0,2.0,78.0,2
5793,Sarjapur  Road,1220.0,3.0,56.0,3
5794,Sarjapur  Road,1157.0,2.0,75.0,3
5795,Sarjapur  Road,1145.0,2.0,75.0,2
5796,Sarjapur  Road,1300.0,2.0,70.0,3
5797,Sarjapur  Road,1390.0,2.0,62.0,2
5798,Sarjapur  Road,1725.0,3.0,90.0,3
5799,Sarjapur  Road,1476.0,2.0,98.94,3
5800,Sarjapur  Road,2180.0,3.0,170.0,3
5801,Sarjapur  Road,1084.0,2.0,55.0,2
5802,Sarjapur  Road,1220.0,3.0,62.0,3
5803,Sarjapur  Road,1750.0,3.0,110.0,3
5804,Sarjapur  Road,1888.0,4.0,95.0,3
5805,Sarjapur  Road,1300.0,3.0,60.0,3
5806,Sarjapur  Road,1200.0,3.0,70.0,3
5807,Sarjapur  Road,2600.0,3.0,200.0,3
5808,Sarjapur  Road,5965.0,5.0,385.0,5
5809,Sarjapur  Road,685.0,1.0,40.0,1
5810,Sarjapur  Road,915.0,2.0,38.0,2
5811,Sarjapur  Road,2720.0,5.0,210.0,3
5812,Sarjapur  Road,1241.0,2.0,82.0,2
5813,Sarjapur  Road,984.0,2.0,45.91,2
5814,Sarjapur  Road,1400.0,2.0,68.0,2
5815,Sarjapur  Road,3785.0,6.0,280.0,4
5816,Sarjapur  Road,835.0,1.0,46.95,1
5817,Sarjapur  Road,1280.0,2.0,76.0,2
5818,Sarjapur  Road,1145.0,2.0,49.5,2
5819,Sarjapur  Road,1470.0,3.0,62.0,3
5820,Sarjapur  Road,1263.0,2.0,78.0,2
5821,Sarjapur  Road,1691.0,3.0,98.0,3
5822,Sarjapur  Road,3416.0,6.0,143.0,4
5823,Sarjapur  Road,1308.0,2.0,83.0,2
5824,Sarjapur  Road,1592.0,3.0,91.0,3
5825,Sarjapur  Road,1016.0,2.0,45.0,2
5826,Sarjapur  Road,1150.0,2.0,77.0,2
5827,Sarjapur  Road,1965.0,3.0,120.0,3
5828,Sarjapur  Road,2275.0,4.0,180.0,3
5829,Sarjapur  Road,985.0,2.0,49.0,2
5830,Sarjapur  Road,1418.0,2.0,78.0,2
5831,Sarjapur  Road,1200.0,2.0,93.0,2
5832,Sarjapur  Road,1586.0,3.0,70.0,3
5833,Sarjapur  Road,1260.0,2.0,53.0,2
5834,Sarjapur  Road,1115.0,2.0,60.0,2
5835,Sarjapur  Road,1525.0,2.0,87.0,3
5836,Sarjapur  Road,1346.0,2.0,71.32,2
5837,Sarjapur  Road,3905.0,7.0,290.0,5
5838,Sarjapur  Road,915.0,2.0,37.0,2
5839,Sarjapur  Road,715.0,1.0,29.0,1
5840,Sarjapur  Road,1230.0,2.0,94.5,2
5841,Sarjapur  Road,1750.0,3.0,99.0,3
5842,Sarjapur  Road,1145.0,2.0,62.0,2
5843,Sarjapur  Road,1500.0,3.0,88.0,3
5844,Sarjapur  Road,1190.0,2.0,50.0,2
5845,Sarjapur  Road,1846.0,3.0,145.0,3
5846,Sarjapur  Road,1067.0,2.0,60.0,2
5847,Sarjapur  Road,3200.0,5.0,140.0,5
5848,Sarjapur  Road,1700.0,3.0,95.0,3
5849,Sarjapur  Road,1230.0,2.0,65.0,2
5850,Sarjapur  Road,1939.0,3.0,98.0,3
5851,Sarjapur  Road,3785.0,5.0,280.0,4
5852,Sarjapur  Road,2556.0,3.0,169.0,3
5853,Sarjapur  Road,1278.0,2.0,90.0,2
5854,Sarjapur  Road,984.0,2.0,45.91,2
5855,Sarjapur  Road,1305.0,2.0,99.0,2
5856,Sarjapur  Road,1755.0,3.0,122.0,3
5857,Sarjapur  Road,4334.0,2.0,338.0,4
5858,Sarjapur  Road,1120.0,2.0,50.0,2
5859,Sarjapur  Road,1530.0,2.0,60.0,3
5860,Sarjapur  Road,1700.0,3.0,93.5,3
5861,Sarjapur  Road,1403.0,3.0,56.0,3
5862,Sarjapur  Road,1060.0,2.0,55.0,2
5863,Sarjapur  Road,1455.0,2.0,98.0,3
5864,Sarjapur  Road,1850.0,3.0,140.0,3
5865,Sarjapur  Road,950.0,1.0,39.9,1
5866,Sarjapur  Road,1826.0,3.0,130.0,3
5867,Sarjapur  Road,1115.0,2.0,50.0,2
5868,Sarjapur  Road,1220.0,3.0,58.0,3
5869,Sarjapur  Road,1660.0,2.0,116.0,3
5870,Sarjapur  Road,1700.0,3.0,108.0,3
5871,Sarjapur  Road,1539.0,3.0,85.0,3
5872,Sarjapur  Road,1489.0,2.0,82.0,3
5873,Sarjapur  Road,1550.0,2.0,69.75,3
5874,Sarjapur  Road,1200.0,2.0,75.0,2
5875,Sarjapur  Road,1115.0,2.0,50.0,2
5876,Sarjapur  Road,1308.0,2.0,58.86,2
